Zip Code,Population,Longitude,Latitude,Frequency
95919,1237,-121.263583,39.440687,4
95920,303,-121.936372,39.449794,4
95922,632,-121.099287,39.432127,4
95923,86,-121.120605,40.171312,4
95925,262,-121.195825,39.461768,4
95926,35808,-121.84333,39.745712,4
95928,32848,-121.83721,39.681488,4
95930,282,-121.14836,39.562239,4
95932,7503,-122.050763,39.273096,4
95934,178,-120.957805,40.080342,4
95935,614,-121.21191,39.381174,4
95936,404,-120.780786,39.578792,4
95937,19,-121.946081,38.931425,4
95938,3524,-121.777959,39.607831,4
95939,587,-122.594879,39.53222,4
95941,452,-121.24807,39.531028,4
95942,1351,-121.494168,40.077028,4
95943,1454,-122.032248,39.597975,4
95944,76,-120.868836,39.564113,4
95945,23990,-120.988066,39.194539,4
95946,9752,-121.19584,39.203817,4
95947,2064,-120.835428,40.160386,4
95948,9763,-121.759537,39.346898,4
95949,17922,-121.137962,39.099204,4
95950,531,-121.895718,39.033058,4
95951,1931,-122.042298,39.732767,4
95953,8695,-121.77697,39.258746,4
95954,11168,-121.584371,39.933852,4
95955,1146,-122.226568,39.281194,4
95956,301,-121.058043,39.937017,4
95957,776,-121.832638,39.068071,4
95959,17269,-120.858667,39.333737,4
95960,565,-120.984472,39.423046,4
95961,6439,-121.55325,39.082568,4
95962,1519,-121.249833,39.342587,4
95963,13706,-122.302169,39.748037,4
95965,17782,-121.552866,39.624561,4
95966,28382,-121.415927,39.473896,4
95968,1254,-121.552071,39.435756,4
95969,28318,-121.644379,39.69676,4
95970,495,-122.039307,39.424957,4
95971,6189,-121.041166,39.971228,4
95972,140,,,0
95973,26971,-121.843567,39.903272,4
95974,74,-121.747472,39.495768,4
95975,1601,-121.156163,39.225634,4
95977,963,-121.291692,39.176595,4
95978,28,-121.527823,39.904002,4
95979,844,-122.415841,39.288127,4
95981,101,-121.093256,39.58458,4
95982,3193,-121.805845,39.172777,4
95983,513,-120.743116,40.053684,4
95984,73,-121.062384,40.022184,4
95986,145,-120.786867,39.34128,4
95987,4579,-122.284654,39.117537,4
95988,8812,-122.286363,39.493991,4
95991,34967,-121.614982,39.02741,4
95993,27786,-121.70606,39.075694,4
96001,31586,-122.464732,40.587919,4
96002,30338,-122.318749,40.527834,4
96003,41476,-122.29467,40.677649,4
96006,615,-120.913161,41.171578,4
96007,21418,-122.306657,40.448632,4
96008,899,-122.109666,40.722733,4
96009,595,-121.107929,41.083464,4
96010,269,-123.287414,40.775272,4
96011,265,-121.879082,41.096569,4
96013,4552,-121.719489,40.946785,4
96014,290,-122.794636,41.388397,4
96015,417,-120.913975,41.486953,4
96016,344,-121.572692,40.936285,4
96017,228,-122.336613,41.121108,4
96019,6277,-122.369876,40.692523,4
96020,2664,-121.154733,40.243494,4
96021,13840,-122.289984,39.913777,4
96022,12348,-122.448533,40.336392,4
96023,1162,-122.050062,41.949216,4
96024,960,-122.903677,40.586588,4
96025,2602,-122.392067,41.212695,4
96027,2156,-123.008567,41.405193,4
96028,1902,-121.468945,41.017282,4
96029,84,-122.544556,39.84784,4
96031,170,-123.194748,41.232128,4
96032,2345,,,0
96033,373,-122.587476,40.740138,4
96034,392,-122.697236,41.411315,4
96035,3357,-122.176023,40.03194,4
96037,295,-122.955018,41.528541,4
96038,616,-122.539381,41.599978,4
96039,1294,-123.487478,41.831901,4
96040,397,-121.474529,40.789799,4
96041,2511,,,0
96044,1026,-122.527696,41.962127,4
96046,268,-123.465088,40.648024,4
96047,911,-122.647172,40.524535,4
96048,734,-123.06597,40.913192,4
96050,482,-122.948287,41.816595,4
96051,1236,-122.418258,40.883853,4
96052,1845,-122.803899,40.704293,4
96054,386,-121.160249,41.280478,4
96055,3756,-122.091481,40.059385,4
96056,1554,-121.360362,41.10831,4
96057,1586,-122.105209,41.251322,4
96058,816,-121.92063,41.769709,4
96059,598,-121.850421,40.426679,4
96061,78,-121.460674,40.331975,4
96062,830,-122.148139,40.531257,4
96063,124,-121.579609,40.408796,4
96064,4592,,,0
96065,431,-121.885884,40.877552,4
96067,7309,-122.290756,41.33832,4
96068,240,-121.195215,41.082472,4
96069,829,-122.037023,40.689243,4
96071,182,-121.428965,40.656287,4
96073,4931,-122.195512,40.582399,4
96074,263,-122.587513,39.884395,4
96075,433,-121.815412,40.343213,4
96076,215,-122.937379,40.367964,4
96080,26438,-122.388361,40.186772,4
96084,459,-122.059933,40.923558,4
96085,88,-123.07557,41.737962,4
96086,332,-123.260788,41.924174,3
96087,528,-122.512861,40.617614,3
96088,4231,-121.827524,40.497441,4
96090,405,-122.127576,40.021787,4
96091,734,-122.700545,41.081847,4
96092,439,-122.018567,39.955164,3
96093,3749,-122.939337,40.759401,4
96094,5896,-122.380947,41.465121,4
96096,843,-121.906949,40.637105,4
96097,9538,-122.671316,41.764869,4
96101,5096,-120.54229,41.468877,3
96103,1839,-120.661032,39.783747,4
96104,857,-120.152505,41.505916,4
96105,650,-120.198876,39.872961,4
96106,88,-120.580882,39.745805,4
96107,1332,-119.475741,38.42528,4
96108,104,-120.403885,41.750354,3
96109,1177,-120.101857,40.012675,4
96110,132,-120.150381,41.280341,4
96112,231,-120.135941,41.932207,3
96113,946,-120.18089,40.198234,4
96114,3093,-120.512622,40.294034,4
96115,124,,,0
96116,277,-120.490731,41.266008,3
96117,385,-120.338228,40.507272,4
96118,1822,-120.226338,39.637471,4
96119,85,-120.506086,41.042003,4
96120,957,-119.85798,38.735789,4
96121,481,-120.392967,40.181279,4
96122,4236,-120.445626,39.786755,3
96123,61,-120.322219,40.845738,3
96124,322,-120.456699,39.672813,4
96125,348,-120.636358,39.600599,4
96126,227,-120.345639,39.559709,4
96128,408,-120.386422,40.346634,4
96130,19440,-120.612113,40.559177,4
96132,72,-120.669427,41.027281,4
96133,116,-119.489162,38.636052,3
96134,2595,-121.492666,41.813521,4
96136,162,-120.081187,40.345949,4
96137,4158,-121.018087,40.271535,4
96140,1943,-120.091806,39.227434,4
96141,858,-120.212535,39.117018,3
96142,1291,-120.179546,39.061227,3
96143,4806,-120.029273,39.246654,4
96145,4002,-120.162806,39.178337,3
96146,942,-120.212401,39.191797,4
96148,678,-120.054765,39.24124,4
96150,33038,-120.106169,38.911577,2
96161,15783,,,0
